45861448021020480GWHL-LSTN 0560204800004345420005300006LGHTLFE CHICKPEA CURRY BOWL   LL CHCKP CRRY BOWL    8 OZ    8.00OZ02       1000206602017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000007250072521       NN20171209 N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000+00000 0000000000000000000000000000000000000000000000000+00000000000000N    2MZ                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000N0100434542000500000415000370058100794013690000000000000000  X
45861448021020500GWHL-LSTN 0560205000004345420008400006LGHTLFE VEGGIE FRITTERS       LL VEGGI FRITTERS     8 OZ    8.00OZ02       1000233002017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000007250072521       NN20171209 N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000+00000 0000000000000000000000000000000000000000000000000+00000000000000N    2MZ                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000N0100434542000810000447000450060000938013690000000000000000  X
45861448021020560GWHL-LSTN 0560205600063888200098800012STAHL VEG GOLDEN BEETS        STAHL GOLDEN BEETS   10 OZ   10.00OZ02       1000175702017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000007250072590       NN20171209 N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000+00000 0000000000000000000000000000000000000000000000000+00000000000000N    2MZ                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000N0006388820009880000850000500070000775016000000000000000000  X
45861448021020580GWHL-LSTN 0560205800063888200097100012STAHL VEG CUT RAINBOW CHARD   STHL RNBW CHARD CT   10 OZ   10.00OZ02       1000175702017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000007250072590       NN20171209 N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000+00000 0000000000000000000000000000000000000000000000000+00000000000000N    2MZ                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000N0006388820009710000850000500070000775016000000000000000000  X
45861448021567790CWHL-LSTA 1505677900001540017260800012WF HASH BROWNS SOUTHERN STYLE WF HSH BRN SOUTHRN   32 OZ   32.00OZ02       1000230102017120900000000000000000000000002250201711252018010500483910000000000000000000000000000000300020171125201801050017820000000000000000000000000000N   0000007140071403       NN20171202 N00012000216900000000000000000000000000225020171125201801050048391000000000000000000000000000000030002017112520180105000000000000000000000000100002990+39500T2017112520180105000000000000000000000000000000000+00000000000000N    2FF                 1324R00000000000+000001320R00100002990+344480000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0100154001726050002544000870082000930019800000000000000317  X
45861448021794240GWHL-LSTI 1000000000069899780860000006UDI PIZZA THREE CH            UDI PIZZA THREE CH16.1OZ      0.00           6000434302017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000007250072570         20171209 N00006000434300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100013290+45500 0000000000000000000000000000000000000000000000000+00000000000000N                        1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000000000000000000000000000000000000000000000000000001329  X
45861448022001560CWHL-LSTN 0575388800007047013075000012YOP YOGURT FRUITSIDE PEACH    YOP FRTSIDE PEACH   5.3 OZ    5.30OZ02       1000096002017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000008160081620       NN20171209 N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000+00000 0000000000000000000000000000000000000000000000000+00000000000000N    2DG                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000N0100704701307570000460000250023601175015680000000000000000  X
45861448022020120CWHL-LSTN 0560201200007283044038700012TLLA FRMSTYL GRK BERRY PATCH  GRK BRY PATCH       5.3 OZ    5.30OZ02       1000118802017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000008160081630       NN20171209 N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000+00000 0000000000000000000000000000000000000000000000000+00000000000000N    2DG                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000N0000728304413840000450000220043700759011320000000000000000  X
45861448022020140CWHL-LSTN 0560201400007283044019600012TLLA FRMSTYL GRK PINEAPPLE    GRK PINEAPPLE       5.3 OZ    5.30OZ02       1000118802017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000008160081630       NN20171209 N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000+00000 0000000000000000000000000000000000000000000000000+00000000000000N    2DG                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000N0000728304413770000450000220043700759011320000000000000000  X
45861448022020180CWHL-LSTN 0560201800007283040327600012TILL YOG GRK FRMSTYL WM COCONTTL YOG GRK WM CCNT  5.3 OZ    5.30OZ02       1000130802017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000008160081630       NN20171209 N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000+00000 0000000000000000000000000000000000000000000000000+00000000000000N    2DG                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000N0000728304232740000439000230023101113015130000000000000000  X
45861448022020240CWHL-LSTN 0560202400007283040328300012TILL  YOG GRK WM SCB COFFEE   TL YOG GRK WM COFF  5.3 OZ    5.30OZ02       1000130802017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000008160081630       NN20171209 N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000+00000 0000000000000000000000000000000000000000000000000+00000000000000N    2DG                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000N0000728304232810000439000230023101113015130000000000000000  X
45861448022021780CWHL-LSTN 0560217800007047010614400008GO-GURT RASP/RED BERRY        YOP RASP/RED BERRY  8/2 OZ    2.00OZ02       8000159202017120900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000008160081650       NN20171209 N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000+00000 0000000000000000000000000000000000000000000000000+00000000000000N    2DG                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000N0100704701061410000958000380086200800009620000000000000000  X
